filename,family,volume_fraction,n_components,connectivity,percolates_x,percolates_y,symmetry,stiffness_class,auxetic_like
reentrant_040.png,reentrant,0.3281,1,single,1,1,biaxial,low,1
reentrant_041.png,reentrant,0.3896,1,single,1,1,biaxial,medium,1
reentrant_042.png,reentrant,0.3984,1,single,1,1,biaxial,medium,1
reentrant_043.png,reentrant,0.3281,1,single,1,1,biaxial,low,1
reentrant_044.png,reentrant,0.2773,1,single,1,1,biaxial,low,1
reentrant_045.png,reentrant,0.4072,1,single,1,1,biaxial,medium,1
reentrant_046.png,reentrant,0.2764,1,single,1,1,biaxial,low,1
reentrant_047.png,reentrant,0.2803,1,single,1,1,biaxial,low,1
reentrant_048.png,reentrant,0.3369,1,single,1,1,biaxial,low,1
reentrant_049.png,reentrant,0.4072,1,single,1,1,biaxial,medium,1
reentrant_050.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_051.png,reentrant,0.3281,1,single,1,1,biaxial,low,1
reentrant_052.png,reentrant,0.2764,1,single,1,1,biaxial,low,1
reentrant_053.png,reentrant,0.3975,1,single,1,1,biaxial,medium,1
reentrant_054.png,reentrant,0.3896,1,single,1,1,biaxial,medium,1
reentrant_055.png,reentrant,0.334,1,single,1,1,biaxial,low,1
reentrant_056.png,reentrant,0.3281,1,single,1,1,biaxial,low,1
reentrant_057.png,reentrant,0.2812,1,single,1,1,biaxial,low,1
reentrant_058.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_059.png,reentrant,0.2744,1,single,1,1,biaxial,low,1
reentrant_060.png,reentrant,0.3877,1,single,1,1,biaxial,medium,1
reentrant_061.png,reentrant,0.3896,1,single,1,1,biaxial,medium,1
reentrant_062.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_063.png,reentrant,0.3877,1,single,1,1,biaxial,medium,1
reentrant_064.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_065.png,reentrant,0.2705,1,single,1,1,biaxial,low,1
reentrant_066.png,reentrant,0.3936,1,single,1,1,biaxial,medium,1
reentrant_067.png,reentrant,0.333,1,single,1,1,biaxial,low,1
reentrant_068.png,reentrant,0.3936,1,single,1,1,biaxial,medium,1
reentrant_069.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_070.png,reentrant,0.2744,1,single,1,1,biaxial,low,1
reentrant_071.png,reentrant,0.3281,1,single,1,1,biaxial,low,1
reentrant_072.png,reentrant,0.2705,1,single,1,1,biaxial,low,1
reentrant_073.png,reentrant,0.2773,1,single,1,1,biaxial,low,1
reentrant_074.png,reentrant,0.3408,1,single,1,1,biaxial,low,1
reentrant_075.png,reentrant,0.3408,1,single,1,1,biaxial,low,1
reentrant_076.png,reentrant,0.2764,1,single,1,1,biaxial,low,1
reentrant_077.png,reentrant,0.3975,1,single,1,1,biaxial,medium,1
reentrant_078.png,reentrant,0.3936,1,single,1,1,biaxial,medium,1
reentrant_079.png,reentrant,0.2773,1,single,1,1,biaxial,low,1
